source_sheet,source_row,model_key,equipment_group_rpo,orderable_rpo,ref_rpo,description,row_kind,matched_primary_row_key,match_status,source_detail_raw
Equipment Groups 2,37,corvette,RIA,RIA,,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO."
Equipment Groups 2,38,corvette,RYT,RYT,,"LPO, First Aid Kit, Genuine Corvette Accessory
1. Included with (PDY) Roadside Safety Package.",derived_cross_check,,unmatched_primary_review,"LPO, First Aid Kit, Genuine Corvette Accessory
1. Included with (PDY) Roadside Safety Package."
Equipment Groups 2,39,corvette,VYW,VYW,,"LPO, Floor mats, premium carpeted with car silhouette logo on Stingray, Grand Sport, ZR1 and ZR1X models, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Floor mats, premium carpeted with car silhouette logo on Stingray, Grand Sport, ZR1 and ZR1X models, Genuine Corvette Accessory"
Equipment Groups 2,40,corvette,SXB,SXB,,"LPO, Suede frunk and trunk compartment liner, Black, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Suede frunk and trunk compartment liner, Black, Genuine Corvette Accessory"
Equipment Groups 2,41,corvette,SXR,SXR,,"LPO, Suede frunk and trunk compartment liner, Adrenaline Red, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Suede frunk and trunk compartment liner, Adrenaline Red, Genuine Corvette Accessory"
Equipment Groups 2,42,corvette,SXT,SXT,,"LPO, Suede frunk and trunk compartment liner, Natural, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Suede frunk and trunk compartment liner, Natural, Genuine Corvette Accessory"
Equipment Groups 2,43,corvette,S08,S08,,"LPO, Highway Safety Kit, Genuine Corvette Accessory
1. Included with (PDY) Roadside Safety Package.",derived_cross_check,,unmatched_primary_review,"LPO, Highway Safety Kit, Genuine Corvette Accessory
1. Included with (PDY) Roadside Safety Package."
Equipment Groups 2,44,corvette,S2L,S2L,,"LPO, Set of premium leather weekend/travel bags, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Set of premium leather weekend/travel bags, Genuine Corvette Accessory"
Equipment Groups 2,45,corvette,SC7,SC7,,"LPO, Roof panel storage pouch, Genuine Corvette Accessory
1. Included with (SBT) dual roof, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Roof panel storage pouch, Genuine Corvette Accessory
1. Included with (SBT) dual roof, LPO."
Equipment Groups 2,46,corvette,V8X,V8X,,"LPO, Visible Carbon Fiber sill plates Genuine Corvette Accessory
1. Not available at this time.",derived_cross_check,,unmatched_primary_review,"LPO, Visible Carbon Fiber sill plates Genuine Corvette Accessory
1. Not available at this time."
Equipment Groups 2,47,corvette,R9Y,R9Y,,"Mobile Service Plus. MobileService+ is a suite of service conveniences for 1 year - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included
1. Required and only available for dealers who have a BFU of 284, except for orders with (R9W) Deleted Mobile Service Plus. Requires TRE, SRE, FBC, FNR or Fleet order types. Not available with (R9V) Mobile Service Plus for 3 years.",derived_cross_check,,unmatched_primary_review,"Mobile Service Plus. MobileService+ is a suite of service conveniences for 1 year - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included
1. Required and only available for dealers who have a BFU of 284, except for orders with (R9W) Deleted Mobile Service Plus. Requires TRE, SRE, FBC, FNR or Fleet order types. Not available with (R9V) Mobile Service Plus for 3 years."
Equipment Groups 2,48,corvette,R9V,R9V,,"Mobile Service Plus. MobileService+ is a suite of service conveniences for 3 years - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included
1. Required and only available for dealers who have a BFU of 284, except for orders with (R9W) Deleted Mobile Service Plus. Requires TRE, SRE or Fleet order types. Not available with (R9Y) Mobile Service Plus for 1 year.",derived_cross_check,,unmatched_primary_review,"Mobile Service Plus. MobileService+ is a suite of service conveniences for 3 years - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included
1. Required and only available for dealers who have a BFU of 284, except for orders with (R9W) Deleted Mobile Service Plus. Requires TRE, SRE or Fleet order types. Not available with (R9Y) Mobile Service Plus for 1 year."
Equipment Groups 2,49,corvette,R9W,R9W,,"Deleted Mobile Service Plus. Delete MobileService+ service conveniences - Mobile Service, Pick-up & Delivery, and Loaner with Drop Off. By selecting R9W, you acknowledge that you are forgoing the margin and the ability to receive MobileService+ allowances
1. Requires a dealer with a BFU of 284. Requires TRE, SRE or Fleet order types.",derived_cross_check,,unmatched_primary_review,"Deleted Mobile Service Plus. Delete MobileService+ service conveniences - Mobile Service, Pick-up & Delivery, and Loaner with Drop Off. By selecting R9W, you acknowledge that you are forgoing the margin and the ability to receive MobileService+ allowances
1. Requires a dealer with a BFU of 284. Requires TRE, SRE or Fleet order types."
Equipment Groups 2,50,corvette,PRB,PRB,,"3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.
1. Requires (UE1) OnStar and a Retail order type. Not available on vehicles being shipped to Puerto Rico, the Virgin Islands, or Guam. OnStar plan, working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Not all vehicles may transmit all crash data. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations.",derived_cross_check,,unmatched_primary_review,"3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.
1. Requires (UE1) OnStar and a Retail order type. Not available on vehicles being shipped to Puerto Rico, the Virgin Islands, or Guam. OnStar plan, working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Not all vehicles may transmit all crash data. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations."
Equipment Groups 2,51,corvette,UQT,UQT,,Performance data and video recorder,derived_cross_check,,unmatched_primary_review,Performance data and video recorder
Equipment Groups 2,52,corvette,BV4,BV4,,"Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN
1. Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery.",derived_cross_check,,unmatched_primary_review,"Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN
1. Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery."
Equipment Groups 2,53,corvette,379,379,,"Seat belt color, Orange
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUF, HZN) Natural Dipped interiors, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (EJH, EPX) Very Dark Atmosphere interiors, (HAG) Asymmetrical Santorini Blue/Jet Black interior or (EL9) Santorini Blue Dipped with Red accents interior. Included with (HUW, HUX) Habanero interiors.",derived_cross_check,,unmatched_primary_review,"Seat belt color, Orange
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUF, HZN) Natural Dipped interiors, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (EJH, EPX) Very Dark Atmosphere interiors, (HAG) Asymmetrical Santorini Blue/Jet Black interior or (EL9) Santorini Blue Dipped with Red accents interior. Included with (HUW, HUX) Habanero interiors."
Equipment Groups 2,54,corvette,3N9,3N9,,"Seat belt color, Natural
1. Recommended with (HTA, HTJ) Jet Black interior.
2. Recommended with (H1Y, HTM, HTP) Jet Black interior or (HTN, HTQ, HUV) Natural interior.
3. Recommended with (HMO, HTE, HTT, HU0, HVV, HXO) Jet Black interiors, (HTG, HUE) Natural interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HUF, HZN) Natural Dipped interiors.",derived_cross_check,,unmatched_primary_review,"Seat belt color, Natural
1. Recommended with (HTA, HTJ) Jet Black interior.
2. Recommended with (H1Y, HTM, HTP) Jet Black interior or (HTN, HTQ, HUV) Natural interior.
3. Recommended with (HMO, HTE, HTT, HU0, HVV, HXO) Jet Black interiors, (HTG, HUE) Natural interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HUF, HZN) Natural Dipped interiors."
Equipment Groups 2,55,corvette,3A9,3A9,,"Seat belt color, Santorini Blue
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors or (HVZ) Asymmetrical Adrenaline Red/Jet Black interior. Included with (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black interior.",derived_cross_check,,unmatched_primary_review,"Seat belt color, Santorini Blue
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors or (HVZ) Asymmetrical Adrenaline Red/Jet Black interior. Included with (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black interior."
Equipment Groups 2,56,corvette,3F9,3F9,,"Seat belt color, Torch Red
1. Not recommended with (HUW, HUX) Habanero interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HNK) Adrenaline Red Dipped interior, (EL9) Santorini Blue Dipped with Red accents interior and (Z25) Grand Sport Launch Edition.",derived_cross_check,,unmatched_primary_review,"Seat belt color, Torch Red
1. Not recommended with (HUW, HUX) Habanero interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HNK) Adrenaline Red Dipped interior, (EL9) Santorini Blue Dipped with Red accents interior and (Z25) Grand Sport Launch Edition."
Equipment Groups 2,57,corvette,3M9,3M9,,"Seat belt color, Yellow
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors, (H8T) Santorini Blue interior, (HAG) Asymmetrical Santorini Blue/Jet Black interior or (EL9) Santorini Blue Dipped with Red accents interior.",derived_cross_check,,unmatched_primary_review,"Seat belt color, Yellow
1. Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors. 
2. Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors, (H8T) Santorini Blue interior, (HAG) Asymmetrical Santorini Blue/Jet Black interior or (EL9) Santorini Blue Dipped with Red accents interior."
Equipment Groups 2,58,corvette,AH2,AH2,,"Seats, GT2 bucket",derived_cross_check,,unmatched_primary_review,"Seats, GT2 bucket"
Equipment Groups 2,59,corvette,AE4,AE4,,"Seats, Competition Sport bucket",derived_cross_check,,unmatched_primary_review,"Seats, Competition Sport bucket"
Equipment Groups 2,60,corvette,AUP,AUP,,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket
1. Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior.",derived_cross_check,,unmatched_primary_review,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket
1. Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior."
Equipment Groups 2,61,corvette,TU7,TU7,,"Seats, two-tone
1. Requires (AH2) GT2 seats. Available with (HUK/HU6) Sky Cool Gray, (HUL/HU7) Adrenaline Red, (HTN/HTQ) Natural interiors.
2. Requires (AH2) GT2 seats. Available with (HU1/HU9) Sky Cool Gray, (HU2/HUA) Adrenaline Red, (HUE/HTG) Natural, (HMO/HVV) Jet Black/Sky Cool Gray, (HU0/HXO) Jet Black/Adrenaline Red interiors.",derived_cross_check,,unmatched_primary_review,"Seats, two-tone
1. Requires (AH2) GT2 seats. Available with (HUK/HU6) Sky Cool Gray, (HUL/HU7) Adrenaline Red, (HTN/HTQ) Natural interiors.
2. Requires (AH2) GT2 seats. Available with (HU1/HU9) Sky Cool Gray, (HU2/HUA) Adrenaline Red, (HUE/HTG) Natural, (HMO/HVV) Jet Black/Sky Cool Gray, (HU0/HXO) Jet Black/Adrenaline Red interiors."
