source_sheet,source_row,guide_family,model_key,model_key_confidence,source_field,raw_text,phrase_type,extracted_rpos,confidence,review_status,notes
Equipment Groups 2,128,corvette,grand_sport,high,description,"Red Mist Grand Sport Heritage Hash Marks 
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat",requires,GKZ|GPH|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,128,corvette,grand_sport,high,description,"Red Mist Grand Sport Heritage Hash Marks 
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat",not_available_with,GKZ|GPH|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,129,corvette,grand_sport,high,description,"Torch Red Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat",requires,GKZ|GPH|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,129,corvette,grand_sport,high,description,"Torch Red Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat",not_available_with,GKZ|GPH|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,130,corvette,grand_sport,high,description,"Blade Silver Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKA) Blade Silver Metallic.",requires,GKA|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,130,corvette,grand_sport,high,description,"Blade Silver Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKA) Blade Silver Metallic.",not_available_with,GKA|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,132,corvette,grand_sport,high,description,"Competition Yellow Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",requires,GBK|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,132,corvette,grand_sport,high,description,"Competition Yellow Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK|Z15,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,134,corvette,grand_sport,high,description,"NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR|NEW,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,136,corvette,grand_sport,high,description,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,137,corvette,grand_sport,high,description,"Emissions override, California  (allows a dealer in states that require California emissions - California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington - to order Federal emissions for a vehicle that will be registered in a state that has Federal emission requirements). Do not use for vehicles that will be registered in California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington
1. Requires (FE9) Federal emissions requirements.",requires,FE9,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,138,corvette,grand_sport,high,description,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,140,corvette,grand_sport,high,description,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,141,corvette,grand_sport,high,description,"Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)
1. Requires (YF5) California state emissions requirements or (NE1) Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington state emissions requirements.",requires,NE1|YF5,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,142,corvette,grand_sport,high,description,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",not_available_with,G26,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,143,corvette,grand_sport,high,description,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,145,corvette,grand_sport,high,description,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",not_available_with,GTR,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,148,corvette,grand_sport,high,description,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",not_available_with,G26,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,149,corvette,grand_sport,high,description,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,152,corvette,grand_sport,high,description,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,153,corvette,grand_sport,high,description,"NEW!  LS6 engine cover, Blue
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package.",requires,D3V|LS6|NEW|ZZ3,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,154,corvette,grand_sport,high,description,"Carbon Flash/Edge Red Stinger Stripe
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",not_available_with,GKZ|GPH,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,155,corvette,grand_sport,high,description,"LS6 engine cover, Edge Red
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package.",requires,D3V|LS6|ZZ3,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,157,corvette,grand_sport,high,description,"LS6 engine cover, Sterling Silver-painted
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package.",requires,D3V|LS6|ZZ3,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,158,corvette,grand_sport,high,description,"Carbon Flash/Competition Yellow Stinger Stripe
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",not_available_with,GBK,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,159,corvette,grand_sport,high,description,"Engine lighting
1. Included with (B6P) Coupe Engine Appearance Package or (BC4/BCP/BCS) LS6 engine covers.",included_with,B6P|BC4|BCP|BCS|LS6,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,160,corvette,grand_sport,high,description,"NEW!  Exhaust, quad center exit
1. Included with (FEY) Z52 Track Performance Package.",included_with,FEY|NEW|Z52,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,161,corvette,grand_sport,high,description,"NEW!  Exhaust tips, bright, center, quad, exposed
1. Requires (WUB) quad center exit exhaust.",requires,NEW|WUB,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,164,corvette,grand_sport,high,description,"LPO, Engine specification plaque, Genuine Corvette Accessory
1. Included with (B6P/ZZ3) Engine Appearance Package.",included_with,B6P|LPO|ZZ3,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,169,corvette,grand_sport,high,description,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash-painted carbon fiber
1. Requires (J57) carbon ceramic brakes.",requires,J57,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,170,corvette,grand_sport,high,description,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber
1. Requires (J57) carbon ceramic brakes.",requires,J57,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 2,172,corvette,grand_sport,high,description,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe
1. Requires (J57) carbon ceramic brakes.",requires,J57,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 3,29,corvette,z06,high,description,"3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries.",requires,635|866|FGO,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 3,29,corvette,z06,high,description,"3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries.",not_available_with,635|866|FGO,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 3,31,corvette,z06,high,description,"Custom Interior Trim and Seat Combination
1. SOLD orders only. Requires (HMO/HVV) Jet Black/Sky Cool Gray, (HZB/HVT) Sky Cool Gray/Jet Black, (HU0/HXO) Jet Black/Adrenaline Red, (HUU/HZP) Adrenaline Red/Jet Black interiors. See Custom Interior Trim and Seat Combinations color and trim chart.",requires,HMO|HU0|HUU|HVT|HVV|HXO|HZB|HZP,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 3,37,corvette,z06,high,description,"LPO, Contoured cargo area liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO.",included_with,LPO|PEF,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 3,38,corvette,z06,high,description,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO.",included_with,LPO|PEF,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 3,39,corvette,z06,high,description,"LPO, First Aid Kit, Genuine Corvette Accessory
1. Included with (PDY) Roadside Safety Package.",included_with,LPO|PDY,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 3,44,corvette,z06,high,description,"LPO, Highway Safety Kit, Genuine Corvette Accessory
1. Included with (PDY) Roadside Safety Package.",included_with,LPO|PDY,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 3,46,corvette,z06,high,description,"LPO, Roof panel storage pouch, Genuine Corvette Accessory
1. Included with (SBT) dual roof, LPO.",included_with,LPO|SBT,high,needs_review,Staging candidate only; no canonical rule generated.
Equipment Groups 3,48,corvette,z06,high,description,"Mobile Service Plus. MobileService+ is a suite of service conveniences for 1 year - Mobile Service, Pick-up & Delivery, and Loaner with Drop off. MobileService+ van will come to your home to perform select services or pick up your vehicle and return it once the service is completed at the dealership. Cost of part and labor are not included
1. Required and only available for dealers who have a BFU of 284, except for orders with (R9W) Deleted Mobile Service Plus. Requires TRE, SRE, FBC, FNR or Fleet order types. Not available with (R9V) Mobile Service Plus for 3 years.",requires,284|BFU|FBC|FNR|R9V|R9W|SRE|TRE,high,needs_review,Staging candidate only; no canonical rule generated.
